"","hydro.endpoints","masterid","sampleyear","ChannelType","PredCSCI","csci_Incr","MetricValue","RelChangeInDeltaINC","BioStatus","FlowStatus2","BOFlows","Action","Standard","Modified","RefImprovement","INCImprovement","BOImprovement","MaxScore"
"2540","Wet_BFL_Mag_10","SMC04748",2009,"NAT",0.739182545236057,0.839182545236057,0.67808034,91.44,"Below Best Observed","Outside Reference",NA,"Identify improvement needed",46.3595213687448,NA,"10 - 50%","Over 50%",NA,0.67808034
"2541","Wet_BFL_Mag_10","SMC06188",2014,"SB1",0.872142601141181,0.972142601141181,1.06242093,36.47,"Above Reference","Within Reference",NA,"No Action/Protect",630.791645737673,NA,"No Action","No Action","No Action",1.06242093
"2542","Wet_BFL_Mag_10","SMC00436",2017,"HB",0.513132327556365,0.613132327556365,0.62060885,100.02,"Below Best Observed","Within Reference","Within BO","Non-flow related",1816.22571050368,1832053.9313564,"Non-flow related","Non-flow related","Non-flow related",0.62060885
"2543","Wet_BFL_Mag_10","SMC16446",2012,"NAT",0.840463159003313,0.940463159003313,0.79919466,100.17,"Above Reference","Within Reference",NA,"No Action/Protect",681.846756219353,NA,"No Action","No Action","No Action",0.79919466
"2544","Wet_BFL_Mag_10","405M10598",2021,"HB",0.503917184355422,0.603917184355422,0.447197,99.98,"Below Best Observed","Within Reference","Within BO","Non-flow related",215.665674442293,301716.27521932,"Non-flow related","Non-flow related","Non-flow related",0.447197
"2545","Wet_BFL_Mag_10","SMC04264",2021,"NAT",0.765073570436692,0.865073570436692,0.3979169,99.98,"Below Best Observed","Outside Reference",NA,"Identify improvement needed",28.0287482391155,NA,"10 - 50%","Over 50%",NA,0.3979169
"2546","Wet_BFL_Mag_10","403M01575",2020,"NAT",0.811056247938277,0.911056247938277,0.81270907,100.05,"Above Reference","Within Reference",NA,"No Action/Protect",47.4428195046951,NA,"No Action","No Action","No Action",0.81270907
"2547","Wet_BFL_Mag_10","SMC13630",2020,"HB",0.398883080643155,0.498883080643155,0.38264821,57.41,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",23.7768398516372,45.3221802697919,"10 - 50%","Over 50%",NA,0.38264821
"2548","Wet_BFL_Mag_10","408M03005",2015,"HB",0.505361863170532,0.605361863170532,0.69308165,100.01,"Above Best Observed","Within Reference","Within BO","Non-flow related",254.239374392954,338597.606903879,"Non-flow related","Non-flow related","Non-flow related",0.69308165
"2549","Wet_BFL_Mag_10","SMC01201",2010,"NAT",0.838924094349712,0.938924094349712,0.8492468,99.9,"Above Reference","Within Reference",NA,"No Action/Protect",501.534172636345,NA,"No Action","No Action","No Action",0.8492468
"2550","Wet_BFL_Mag_10","402M00043",2016,"NAT",0.816719198107558,0.916719198107558,0.77673276,99.93,"Below Best Observed","Within Reference",NA,"Non-flow related",70.1858861453405,NA,"Non-flow related","Non-flow related","Non-flow related",0.77673276
"2551","Wet_BFL_Mag_10","412M08643",2018,"HB",0.420562098073916,0.520562098073916,0.34539529,100,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",88.6997841263933,10704.4343756157,"Over 50%","Over 50%",NA,0.34539529
"2552","Wet_BFL_Mag_10","402M00110",2019,"SB1",0.861722622614947,0.961722622614947,0.86127107,100.06,"Above Reference","Within Reference",NA,"No Action/Protect",806.962134583172,NA,"No Action","No Action","No Action",0.86127107
"2553","Wet_BFL_Mag_10","SMC06216",2020,"NAT",0.850528944200543,0.950528944200543,0.96084854,0,"Above Reference","Within Reference",NA,"No Action/Protect",325.754167884275,NA,"No Action","No Action","No Action",0.96084854
"2554","Wet_BFL_Mag_10","902M18929",2021,"NAT",0.797077423829746,0.897077423829746,0.89806129,100.03,"Above Reference","Within Reference",NA,"No Action/Protect",11.9865294107552,NA,"No Action","No Action","No Action",0.89806129
"2555","Wet_BFL_Mag_10","SMC16832",2018,"HB",0.398883080643155,0.498883080643155,0.30532013,57.41,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",23.7768398516372,45.3221802697919,"10 - 50%","Over 50%",NA,0.30532013
"2556","Wet_BFL_Mag_10","903M20177",2017,"NAT",0.840334531558885,0.940334531558885,0.78215159,100.36,"Below Best Observed","Within Reference",NA,"Non-flow related",662.174604335788,NA,"Non-flow related","Non-flow related","Non-flow related",0.78215159
"2557","Wet_BFL_Mag_10","901M14126",2016,"NAT",0.838043195535672,0.938043195535672,0.59178416,100.14,"Below Best Observed","Within Reference",NA,"Non-flow related",434.284623508061,NA,"Non-flow related","Non-flow related","Non-flow related",0.59178416
"2558","Wet_BFL_Mag_10","904M21764",2018,"NAT",0.739909379566255,0.839909379566255,0.45753471,92.32,"Below Best Observed","Outside Reference",NA,"Identify improvement needed",45.9185449658354,NA,"10 - 50%","Over 50%",NA,0.45753471
"2559","Wet_BFL_Mag_10","SMC00910",2009,"SB0",0.601144879702316,0.701144879702316,0.54781505,100.32,"Below Best Observed","Within Reference","Within BO","Non-flow related",526.394649441923,621.939450094517,"Non-flow related","Non-flow related","Non-flow related",0.54781505
"2560","Wet_BFL_Mag_10","SMC01049",2014,"NAT",0.839342385718349,0.939342385718349,0.64079334,100.34,"Below Best Observed","Within Reference",NA,"Non-flow related",540.779118373131,NA,"Non-flow related","Non-flow related","Non-flow related",0.64079334
"2561","Wet_BFL_Mag_10","SMC02712",2012,"NAT",0.843787743271714,0.943787743271714,0.91005712,99.89,"Above Reference","Within Reference",NA,"No Action/Protect",2803.67140457732,NA,"No Action","No Action","No Action",0.91005712
"2562","Wet_BFL_Mag_10","SMC05702",2010,"NAT",0.765249644576109,0.865249644576109,0.51430547,100.02,"Below Best Observed","Outside Reference",NA,"Identify improvement needed",27.8783646369127,NA,"10 - 50%","Over 50%",NA,0.51430547
"2563","Wet_BFL_Mag_10","SMC05902",2011,"HB",0.505535615252861,0.605535615252861,0.54576501,99.84,"Below Best Observed","Within Reference","Within BO","Non-flow related",259.663422042322,343783.681889817,"Non-flow related","Non-flow related","Non-flow related",0.54576501
"2564","Wet_BFL_Mag_10","SMC00198",2021,"NAT",0.835938087477125,0.935938087477124,0.78614815,100.07,"Below Best Observed","Within Reference",NA,"Non-flow related",326.03176697606,NA,"Non-flow related","Non-flow related","Non-flow related",0.78614815
"2565","Wet_BFL_Mag_10","402M00191",2022,"NAT",0.839359703586317,0.939359703586317,0.85109692,99.85,"Above Reference","Within Reference",NA,"No Action/Protect",542.529583748113,NA,"No Action","No Action","No Action",0.85109692
"2566","Wet_BFL_Mag_10","SMC17432",2021,"HB",0.398883080643155,0.498883080643155,0.37948423,57.41,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",23.7768398516372,45.3221802697919,"10 - 50%","Over 50%",NA,0.37948423
"2567","Wet_BFL_Mag_10","SMC00710",2022,"NAT",0.758728337654116,0.858728337654116,0.66050361,99.99,"Below Best Observed","Outside Reference",NA,"Identify improvement needed",33.1587963085966,NA,"10 - 50%","Over 50%",NA,0.66050361
"2568","Wet_BFL_Mag_10","SMC04008",2012,"SB1",0.844251493192412,0.944251493192412,0.82131893,99.91,"Above Reference","Within Reference",NA,"No Action/Protect",125.798053644633,NA,"No Action","No Action","No Action",0.82131893
"2569","Wet_BFL_Mag_10","SMC04132",2012,"HB",0.41061599894086,0.51061599894086,0.64231609,93.76,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",54.9373178190506,42985.6187049014,"Over 50%","Over 50%",NA,0.64231609
"2570","Wet_BFL_Mag_10","SMC04756",2014,"SB0",0.595747173213004,0.695747173213004,0.65494459,100.21,"Below Best Observed","Within Reference","Within BO","Non-flow related",250.499145449086,303.961241606314,"Non-flow related","Non-flow related","Non-flow related",0.65494459
"2571","Wet_BFL_Mag_10","SMC05109",2014,"NAT",0.846632821898729,0.946632821898729,0.58092846,321.14,"Below Best Observed","Within Reference",NA,"Non-flow related",2663.14870422454,NA,"Non-flow related","Non-flow related","Non-flow related",0.58092846
"2572","Wet_BFL_Mag_10","801EBC126",2008,"NAT",0.841034890301741,0.941034890301741,0.51904241,44.87,"Below Best Observed","Within Reference",NA,"Non-flow related",99.8190601438176,NA,"Non-flow related","Non-flow related","Non-flow related",0.51904241
"2573","Wet_BFL_Mag_10","802HYC496",2008,"NAT",0.845807534856661,0.945807534856661,0.86759659,720.76,"Above Reference","Within Reference",NA,"No Action/Protect",5280.77632251553,NA,"No Action","No Action","No Action",0.86759659
"2574","Wet_BFL_Mag_10","801SAN068",2008,"NAT",0.789370398705161,0.889370398705161,0.81384627,100,"Above Reference","Outside Reference",NA,"No Action/Monitor",0.944434055714303,NA,"No Action","No Action","No Action",0.81384627
"2575","Wet_BFL_Mag_10","801STC071",2008,"NAT",0.840222821749487,0.940222821749487,0.67051649,100,"Below Best Observed","Within Reference",NA,"Non-flow related",645.961150895124,NA,"Non-flow related","Non-flow related","Non-flow related",0.67051649
"2576","Wet_BFL_Mag_10","801XXX118",2008,"NAT",0.850196454866972,0.950196454866972,0.73455533,0,"Below Best Observed","Within Reference",NA,"Non-flow related",535.087970182704,NA,"Non-flow related","Non-flow related","Non-flow related",0.73455533
"2577","Wet_BFL_Mag_10","801STC149",2008,"NAT",0.781154159362817,0.881154159362817,0.92506659,100.04,"Above Reference","Outside Reference",NA,"No Action/Monitor",11.8759412565032,NA,"No Action","No Action","No Action",0.92506659
"2578","Wet_BFL_Mag_10","801SJR159",2007,"NAT",0.850007337678564,0.950007337678564,0.42759394,4.97,"Below Best Observed","Within Reference",NA,"Non-flow related",588.269845741195,NA,"Non-flow related","Non-flow related","Non-flow related",0.42759394
"2579","Wet_BFL_Mag_10","801SAR165",2008,"SB0",0.500079181077508,0.600079181077508,0.6596796,61.81,"Below Best Observed","Outside Reference","Outside BO","Identify improvement needed",25.4119348480512,19.7839983828085,"10 - 50%","Over 50%","10 - 50%",0.6596796
"2580","Wet_BFL_Mag_10","801STW613",2009,"NAT",0.850246537396771,0.950246537396771,0.54734921,0,"Below Best Observed","Within Reference",NA,"Non-flow related",275.966885654731,NA,"Non-flow related","Non-flow related","Non-flow related",0.54734921
"2581","Wet_BFL_Mag_10","402M00015",2016,"NAT",0.836990700029764,0.936990700029764,0.69814951,99.91,"Below Best Observed","Within Reference",NA,"Non-flow related",373.171445747437,NA,"Non-flow related","Non-flow related","Non-flow related",0.69814951
"2582","Wet_BFL_Mag_10","SMC19945",2013,"NAT",0.829163602873493,0.929163602873493,0.99119816,99.97,"Above Reference","Within Reference",NA,"No Action/Protect",169.232483281972,NA,"No Action","No Action","No Action",0.99119816
"2583","Wet_BFL_Mag_10","SMC21921",2013,"HB",0.517406576687248,0.617406576687248,0.3158459,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",722.068539421923,1467.30306441596,"Non-flow related","Non-flow related","Non-flow related",0.3158459
"2584","Wet_BFL_Mag_10","SMC20994",2013,"HB",0.505535615252861,0.605535615252861,0.54383597,99.84,"Below Best Observed","Within Reference","Within BO","Non-flow related",259.663422042322,343783.681889817,"Non-flow related","Non-flow related","Non-flow related",0.54383597
"2585","Wet_BFL_Mag_10","SMC19809",2013,"NAT",0.810687260538145,0.910687260538145,0.94319412,100.07,"Above Reference","Within Reference",NA,"No Action/Protect",46.1919184639526,NA,"No Action","No Action","No Action",0.94319412
"2586","Wet_BFL_Mag_10","SMC21796",2013,"HB",0.415665962360963,0.515665962360963,0.49156904,99.99,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",51.3918191785913,46375.5634473863,"Over 50%","Over 50%",NA,0.49156904
"2587","Wet_BFL_Mag_10","SMC35697",2010,"NAT",0.818478126439176,0.918478126439176,0.80361567,100,"Above Reference","Within Reference",NA,"No Action/Protect",78.9836878418877,NA,"No Action","No Action","No Action",0.80361567
"2588","Wet_BFL_Mag_10","SMC33179",2013,"NAT",0.844300991110642,0.944300991110642,0.97632378,97.73,"Above Reference","Within Reference",NA,"No Action/Protect",5392.48213726338,NA,"No Action","No Action","No Action",0.97632378
"2589","Wet_BFL_Mag_10","SMC32718",2010,"NAT",0.844733482811253,0.944733482811253,0.80344582,88.42,"Above Reference","Within Reference",NA,"No Action/Protect",24745.6529420501,NA,"No Action","No Action","No Action",0.80344582
"2590","Wet_BFL_Mag_10","ME-SCR",2018,"NAT",0.731517122072913,0.831517122072913,0.63308828,83.99,"Below Best Observed","Outside Reference",NA,"Identify improvement needed",50.8657758725206,NA,"Over 50%","Over 50%",NA,0.63308828
"2591","Wet_BFL_Mag_10","404M04674",2019,"SB2",0.521804904405206,0.621804904405206,0.43666498,99.99,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",27.8985770262988,19.0775997294153,"10 - 50%","Over 50%",NA,0.43666498
"2592","Wet_BFL_Mag_10","801M12675",2019,"SB0",0.491855736745488,0.591855736745488,0.49640118,89.48,"Below Best Observed","Outside Reference","Outside BO","Identify improvement needed",82.9184058273123,81.6295384122224,"Over 50%","Over 50%","Over 50%",0.49640118
"2593","Wet_BFL_Mag_10","901M14149",2019,"NAT",0.783782304150641,0.883782304150641,0.65647705,100.04,"Below Best Observed","Outside Reference",NA,"Identify improvement needed",8.63377822727361,NA,"Less than 10%","Over 50%",NA,0.65647705
"2594","Wet_BFL_Mag_10","402M00058",2019,"NAT",0.841491749555242,0.941491749555242,0.74653736,100.06,"Below Best Observed","Within Reference",NA,"Non-flow related",892.315015736225,NA,"Non-flow related","Non-flow related","Non-flow related",0.74653736
"2595","Wet_BFL_Mag_10","402M00114",2018,"NAT",0.838461101675448,0.938461101675448,0.84854225,99.68,"Above Reference","Within Reference",NA,"No Action/Protect",463.941842203001,NA,"No Action","No Action","No Action",0.84854225
"2596","Wet_BFL_Mag_10","907SDBOC2",2022,"NAT",0.839601345309679,0.939601345309679,1.13751762,99.87,"Above Reference","Within Reference",NA,"No Action/Protect",568.130453337079,NA,"No Action","No Action","No Action",1.13751762
"2597","Wet_BFL_Mag_10","801BNC530",2014,"NAT",0.84954164288522,0.94954164288522,0.81367679,9.87,"Above Reference","Within Reference",NA,"No Action/Protect",226.752958247055,NA,"No Action","No Action","No Action",0.81367679
"2598","Wet_BFL_Mag_10","801CYC398",2016,"SB1",0.869618618224119,0.969618618224119,1.03554731,175.06,"Above Reference","Within Reference",NA,"No Action/Protect",1372.99663217696,NA,"No Action","No Action","No Action",1.03554731
"2599","Wet_BFL_Mag_10","801SDC504",2012,"SB1",0.809714485476536,0.909714485476536,0.38364989,100.02,"Below Best Observed","Within Reference",NA,"Non-flow related",4.99379740468477,NA,"Non-flow related","Non-flow related","Non-flow related",0.38364989
"2600","Wet_BFL_Mag_10","801STW051",2006,"NAT",0.849988225474099,0.949988225474099,0.57490221,5.46,"Below Best Observed","Within Reference",NA,"Non-flow related",593.56567495375,NA,"Non-flow related","Non-flow related","Non-flow related",0.57490221
"2601","Wet_BFL_Mag_10","903SLGRD2",2008,"NAT",0.843911871965937,0.943911871965937,0.86832347,100.9,"Above Reference","Within Reference",NA,"No Action/Protect",3171.29364442202,NA,"No Action","No Action","No Action",0.86832347
"2602","Wet_BFL_Mag_10","907SSDR11",2008,"NAT",0.842914722765692,0.942914722765692,0.75573851,99.58,"Below Best Observed","Within Reference",NA,"Non-flow related",1545.92993210765,NA,"Non-flow related","Non-flow related","Non-flow related",0.75573851
"2603","Wet_BFL_Mag_10","907SDR1xx",1999,"NAT",0.837415533330461,0.937415533330461,0.57828619,99.99,"Below Best Observed","Within Reference",NA,"Non-flow related",395.826126721293,NA,"Non-flow related","Non-flow related","Non-flow related",0.57828619
"2604","Wet_BFL_Mag_10","907M23385",2019,"NAT",0.842914722765692,0.942914722765692,0.70125632,99.58,"Below Best Observed","Within Reference",NA,"Non-flow related",1545.92993210765,NA,"Non-flow related","Non-flow related","Non-flow related",0.70125632
"2605","Wet_BFL_Mag_10","403WE0540",2017,"NAT",0.811056247938277,0.911056247938277,0.87474137,100.05,"Above Reference","Within Reference",NA,"No Action/Protect",47.4428195046951,NA,"No Action","No Action","No Action",0.87474137
"2606","Wet_BFL_Mag_10","907M23367",2018,"NAT",0.839601345309679,0.939601345309679,0.97591222,99.87,"Above Reference","Within Reference",NA,"No Action/Protect",568.130453337079,NA,"No Action","No Action","No Action",0.97591222
"2607","Wet_BFL_Mag_10","408BH5Cxx",2010,"SB2",0.581230859063153,0.681230859063153,0.63007439,99.91,"Below Best Observed","Within Reference","Within BO","Non-flow related",125.798053644633,272.912061130663,"Non-flow related","Non-flow related","Non-flow related",0.63007439
"2608","Wet_BFL_Mag_10","904M21784",2019,"HB",0.501525739059331,0.601525739059331,0.66767341,100.11,"Below Best Observed","Within Reference","Within BO","Non-flow related",169.612484167385,257683.605606773,"Non-flow related","Non-flow related","Non-flow related",0.66767341
"2609","Wet_BFL_Mag_10","904M21782",2019,"HB",0.514282534121345,0.614282534121345,0.51222084,101.03,"Below Best Observed","Within Reference","Within BO","Non-flow related",21191.4317929292,20357199.3775187,"Non-flow related","Non-flow related","Non-flow related",0.51222084
"2610","Wet_BFL_Mag_10","801CBN012",2006,"NAT",0.814763034835694,0.914763034835694,0.72571,99.99,"Below Best Observed","Within Reference",NA,"Non-flow related",61.4802975387932,NA,"Non-flow related","Non-flow related","Non-flow related",0.72571
"2611","Wet_BFL_Mag_10","801CYC121",2007,"SB0",0.610865015306844,0.710865015306844,0.78190452,7.65,"Above Best Observed","Within Reference","Within BO","Non-flow related",676.667540638643,735.269886260908,"Non-flow related","Non-flow related","Non-flow related",0.78190452
"2612","Wet_BFL_Mag_10","907SDRS2x",1997,"SB0",0.599447429502517,0.699447429502517,0.76250787,99.99,"Below Best Observed","Within Reference","Within BO","Non-flow related",395.826126721293,471.455138683864,"Non-flow related","Non-flow related","Non-flow related",0.76250787
"2613","Wet_BFL_Mag_10","904M21761",2019,"NAT",0.841485869875317,0.941485869875317,0.60729462,99.9,"Below Best Observed","Within Reference",NA,"Non-flow related",890.751847382046,NA,"Non-flow related","Non-flow related","Non-flow related",0.60729462
"2614","Wet_BFL_Mag_10","903WE0900",2021,"NAT",0.843041411870854,0.943041411870854,1.14732173,99.85,"Above Reference","Within Reference",NA,"No Action/Protect",1653.49301510532,NA,"No Action","No Action","No Action",1.14732173
"2615","Wet_BFL_Mag_10","402WE0803",2001,"NAT",0.839494287920784,0.939494287920783,1.01464196,99.69,"Above Reference","Within Reference",NA,"No Action/Protect",556.509766743905,NA,"No Action","No Action","No Action",1.01464196
"2616","Wet_BFL_Mag_10","412BH1Axx",2010,"SB0",0.61132560599109,0.71132560599109,0.54226137,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",325.754167884275,357.878843618706,"Non-flow related","Non-flow related","Non-flow related",0.54226137
"2617","Wet_BFL_Mag_10","801CJW027",2012,"NAT",0.841089324700597,0.941089324700597,0.96782576,99.97,"Above Reference","Within Reference",NA,"No Action/Protect",796.468401617323,NA,"No Action","No Action","No Action",0.96782576
"2618","Wet_BFL_Mag_10","801RB8312",2017,"NAT",0.733511353177078,0.833511353177078,0.71729343,57.26,"Below Best Observed","Outside Reference",NA,"Identify improvement needed",29.105331339261,NA,"10 - 50%","Over 50%",NA,0.71729343
"2619","Wet_BFL_Mag_10","801S03971",2014,"SB2",0.526777566299719,0.626777566299718,0.15266242,99.96,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",23.3978878674439,26.510618941257,"10 - 50%","Over 50%",NA,0.15266242
"2620","Wet_BFL_Mag_10","911NCPCR2",2010,"NAT",0.83305236793315,0.933052367933149,1.16223701,99.97,"Above Reference","Within Reference",NA,"No Action/Protect",238.429339716107,NA,"No Action","No Action","No Action",1.16223701
"2621","Wet_BFL_Mag_10","402MTCUNF",2012,"NAT",0.822039721351412,0.922039721351412,1.13771921,100.12,"Above Reference","Within Reference",NA,"No Action/Protect",100.464105031741,NA,"No Action","No Action","No Action",1.13771921
"2622","Wet_BFL_Mag_10","403S01195",2009,"NAT",0.824878084847057,0.924878084847057,0.82824503,100.02,"Above Reference","Within Reference",NA,"No Action/Protect",122.465705400089,NA,"No Action","No Action","No Action",0.82824503
"2623","Wet_BFL_Mag_10","403S06315",2012,"NAT",0.819619189427153,0.919619189427153,0.92119231,100,"Above Reference","Within Reference",NA,"No Action/Protect",85.2723676320636,NA,"No Action","No Action","No Action",0.92119231
"2624","Wet_BFL_Mag_10","403STC026",2003,"NAT",0.791304121056158,0.891304121056158,0.89572051,99.96,"Above Reference","Within Reference",NA,"No Action/Protect",2.0131605915485,NA,"No Action","No Action","No Action",0.89572051
"2625","Wet_BFL_Mag_10","403STCSSP",2003,"NAT",0.850548240032484,0.950548240032484,0.74369945,0,"Below Best Observed","Within Reference",NA,"Non-flow related",410.567560603218,NA,"Non-flow related","Non-flow related","Non-flow related",0.74369945
"2626","Wet_BFL_Mag_10","412CE0104",2005,"HB",0.517567130521799,0.617567130521799,0.6547592,0,"Below Best Observed","Within Reference","Within BO","Non-flow related",488.575934012153,1022.14106340502,"Non-flow related","Non-flow related","Non-flow related",0.6547592
"2627","Wet_BFL_Mag_10","902M20273",2019,"NAT",0.835813008246816,0.935813008246816,0.92593446,99.92,"Above Reference","Within Reference",NA,"No Action/Protect",321.132489618489,NA,"No Action","No Action","No Action",0.92593446
"2628","Wet_BFL_Mag_10","801BRC184",2014,"NAT",0.677768946843239,0.777768946843239,1.04188077,40.68,"Above Reference","Outside Reference",NA,"No Action/Monitor",45.6582139945451,NA,"No Action","No Action","No Action",1.04188077
"2629","Wet_BFL_Mag_10","801EBC686",2014,"NAT",0.803457537700474,0.903457537700474,1.1396928,100,"Above Reference","Within Reference",NA,"No Action/Protect",25.6331380063084,NA,"No Action","No Action","No Action",1.1396928
"2630","Wet_BFL_Mag_10","802SWC020",2012,"NAT",0.841147072893971,0.941147072893971,0.98514545,100.28,"Above Reference","Within Reference",NA,"No Action/Protect",808.95948912637,NA,"No Action","No Action","No Action",0.98514545
"2631","Wet_BFL_Mag_10","405BH3Axx",2010,"NAT",0.835063387471624,0.935063387471624,1.06619883,52.76,"Above Reference","Within Reference",NA,"No Action/Protect",71.3101455975566,NA,"No Action","No Action","No Action",1.06619883
"2632","Wet_BFL_Mag_10","901ATCAAS",2021,"NAT",0.838875950768042,0.938875950768042,0.9538041,99.92,"Above Reference","Within Reference",NA,"No Action/Protect",497.361210524463,NA,"No Action","No Action","No Action",0.9538041
"2633","Wet_BFL_Mag_10","801ETC226",2014,"NAT",0.842456164546849,0.942456164546849,1.21333757,99.38,"Above Reference","Within Reference",NA,"No Action/Protect",1251.21555738481,NA,"No Action","No Action","No Action",1.21333757
"2634","Wet_BFL_Mag_10","SMC35837",2021,"NAT",0.850007337678564,0.950007337678564,0.90046808,4.97,"Above Reference","Within Reference",NA,"No Action/Protect",588.269845741195,NA,"No Action","No Action","No Action",0.90046808
"2635","Wet_BFL_Mag_10","402MJCMHS",2014,"NAT",0.810687260538145,0.910687260538145,1.06594289,100.07,"Above Reference","Within Reference",NA,"No Action/Protect",46.1919184639526,NA,"No Action","No Action","No Action",1.06594289
"2636","Wet_BFL_Mag_10","801WE1008",2021,"NAT",0.84954164288522,0.94954164288522,0.96482749,9.87,"Above Reference","Within Reference",NA,"No Action/Protect",226.752958247055,NA,"No Action","No Action","No Action",0.96482749
"2637","Wet_BFL_Mag_10","801S19486",2022,"SB2",0.526777566299719,0.626777566299718,0.44006351,99.96,"Below Best Observed","Outside Reference","Within BO","Identify improvement needed",23.3978878674439,26.510618941257,"10 - 50%","Over 50%",NA,0.44006351
"2638","Wet_BFL_Mag_10","403R4S117",2016,"NAT",0.835346994491128,0.935346994491128,0.67490588,100.16,"Below Best Observed","Within Reference",NA,"Non-flow related",303.967569808359,NA,"Non-flow related","Non-flow related","Non-flow related",0.67490588
"2639","Wet_BFL_Mag_10","403S06139",2012,"NAT",0.823085946035175,0.923085946035175,0.51029031,99.92,"Below Best Observed","Within Reference",NA,"Non-flow related",107.967302832272,NA,"Non-flow related","Non-flow related","Non-flow related",0.51029031
"2640","Wet_BFL_Mag_10","404R4S009",2015,"NAT",0.708114255557281,0.808114255557281,0.57638369,74.21,"Below Best Observed","Outside Reference",NA,"Identify improvement needed",64.377003278133,NA,"Over 50%","Over 50%",NA,0.57638369
"2641","Wet_BFL_Mag_10","408CAL013",2001,"HB",0.505361863170532,0.605361863170532,0.53895274,100.01,"Below Best Observed","Within Reference","Within BO","Non-flow related",254.239374392954,338597.606903879,"Non-flow related","Non-flow related","Non-flow related",0.53895274
"2642","Wet_BFL_Mag_10","911TJKTC5",2008,"NAT",0.837847021075538,0.937847021075538,1.10395613,100.23,"Above Reference","Within Reference",NA,"No Action/Protect",421.547981305834,NA,"No Action","No Action","No Action",1.10395613
"2643","Wet_BFL_Mag_10","SMC04524",2017,"NAT",0.847016386833567,0.947016386833567,1.217132,237.9,"Above Reference","Within Reference",NA,"No Action/Protect",2122.74224340982,NA,"No Action","No Action","No Action",1.217132
"2644","Wet_BFL_Mag_10","403CE0156",2016,"NAT",0.846179320778562,0.946179320778562,1.0017414,479.1,"Above Reference","Within Reference",NA,"No Action/Protect",3700.22667516975,NA,"No Action","No Action","No Action",1.0017414
"2645","Wet_BFL_Mag_10","403SPCNWS",2014,"NAT",0.824878084847057,0.924878084847057,1.10503938,100.02,"Above Reference","Within Reference",NA,"No Action/Protect",122.465705400089,NA,"No Action","No Action","No Action",1.10503938
"2646","Wet_BFL_Mag_10","412LAR013",2005,"NAT",0.850411821257892,0.950411821257892,0.6376696,0,"Below Best Observed","Within Reference",NA,"Non-flow related",468.461269728753,NA,"Non-flow related","Non-flow related","Non-flow related",0.6376696
"2647","Wet_BFL_Mag_10","801M15530",2019,"NAT",0.843353130207278,0.943353130207278,0.75069022,40.23,"Below Best Observed","Within Reference",NA,"Non-flow related",116.498229242875,NA,"Non-flow related","Non-flow related","Non-flow related",0.75069022
"2648","Wet_BFL_Mag_10","902SSMR05",2001,"NAT",0.845558933132438,0.945558933132438,0.87841844,1020.26,"Above Reference","Within Reference",NA,"No Action/Protect",7263.98796332218,NA,"No Action","No Action","No Action",0.87841844
"2649","Wet_BFL_Mag_10","901BCCSRT",2001,"NAT",0.841756224069179,0.941756224069179,0.67092283,100.15,"Below Best Observed","Within Reference",NA,"Non-flow related",968.692919950189,NA,"Non-flow related","Non-flow related","Non-flow related",0.67092283
"2650","Wet_BFL_Mag_10","901NP9LCC",2017,"NAT",0.834623131820939,0.934623131820939,0.89145862,100.15,"Above Reference","Within Reference",NA,"No Action/Protect",280.276620465501,NA,"No Action","No Action","No Action",0.89145862
"2651","Wet_BFL_Mag_10","903SLWVR1",2007,"NAT",0.836896158059863,0.936896158059863,1.05026822,100.03,"Above Reference","Within Reference",NA,"No Action/Protect",368.447642683244,NA,"No Action","No Action","No Action",1.05026822
"2652","Wet_BFL_Mag_10","904CBESC5",2009,"NAT",0.844766221125456,0.944766221125456,0.59112151,80.95,"Below Best Observed","Within Reference",NA,"Non-flow related",34018.0582883575,NA,"Non-flow related","Non-flow related","Non-flow related",0.59112151
"2653","Wet_BFL_Mag_10","403STC024",2003,"NAT",0.82787721034461,0.92787721034461,0.95187615,99.91,"Above Reference","Within Reference",NA,"No Action/Protect",152.913344260066,NA,"No Action","No Action","No Action",0.95187615
"2654","Wet_BFL_Mag_10","403STC071",2003,"NAT",0.832653182187003,0.932653182187003,0.74658296,100.04,"Below Best Observed","Within Reference",NA,"Non-flow related",229.426488340571,NA,"Non-flow related","Non-flow related","Non-flow related",0.74658296
"2655","Wet_BFL_Mag_10","404S44642",2013,"NAT",0.837446295504994,0.937446295504994,0.59724902,99.75,"Below Best Observed","Within Reference",NA,"Non-flow related",397.563915436629,NA,"Non-flow related","Non-flow related","Non-flow related",0.59724902
"2656","Wet_BFL_Mag_10","405BH2Bxx",2010,"SB1",0.87188958386444,0.97188958386444,1.0822758,15.89,"Above Reference","Within Reference",NA,"No Action/Protect",168.911670366928,NA,"No Action","No Action","No Action",1.0822758
