"","masterid","latitude","longitude","huc","county","smcshed","csci","sampledate","sampleyear","fieldreplicate","CSCI.Score","Modified.Class","CSCI.Threshold","CSCI.Level","Spring recession magnitude","Spring recession magnitude Stress Level","Dry-season median baseflow","Dry-season median baseflow Stress Level","Fall pulse magnitude","Fall pulse magnitude Stress Level","Wet-season low baseflow","Wet-season low baseflow Stress Level","Wet-season median baseflow","Wet-season median baseflow Stress Level","Magnitude of largest annual storm","Magnitude of largest annual storm Stress Level","2-year flood magnitude","2-year flood magnitude Stress Level","5-year flood magnitude","5-year flood magnitude Stress Level","10-year flood magnitude","10-year flood magnitude Stress Level"
"347","403STC009",34.53833,-118.75889,403,"Los Angeles","Santa Clara",1.02928517,2003-02-05,2003,1,1.02928517,"Natural",0.79,"Healthy Biology",143.358557775558,"Likely Stressed",8.47131793206794,"Likely Stressed",7.71676168612987,"Unlikely Stressed",7.21766065601064,"Likely Stressed",11.6799286546787,"Likely Stressed",-700.314585498539,"Likely Stressed",-233.654823176823,"Likely Stressed",-509.730149017649,"Likely Stressed",732.084404428902,"Likely Stressed"
"348","403WE0891",34.65926,-119.14255,403,"Ventura","Santa Clara",1.07390852,2001-06-14,2001,1,1.07390852,"Natural",0.79,"Healthy Biology",187.790443722944,"Likely Stressed",1.17732833832834,"Unlikely Stressed",26.8612269856347,"Likely Stressed",5.92747324342324,"Likely Stressed",19.0295076590076,"Likely Stressed",-34.6865960913811,"Likely Stressed",-51.0380213120213,"Likely Stressed",41.0982454212454,"Unlikely Stressed",43.8282533799534,"Unlikely Stressed"
"349","801M15547",34.23493,-116.95849,801,"San Bernardino","Upper Santa Ana",0.61889923,2019-06-12,2019,1,0.61889923,"Natural",0.79,"Unhealthy Biology",1038.19308474859,"Likely Stressed",3.24106901431902,"Likely Stressed",150.750377235704,"Likely Stressed",19.2607626207126,"Likely Stressed",19.6578811228454,"Likely Stressed",456.361594398463,"Unlikely Stressed",768.084200299698,"Likely Stressed",2165.80236297037,"Likely Stressed",4123.62601318681,"Likely Stressed"
"350","802HYC496",33.68738,-116.68416,802,"Riverside","San Jacinto",0.44166343,2008-07-01,2008,2,0.86759659,"Natural",0.79,"Healthy Biology",76.9985437895438,"Likely Stressed",0.20360631035631,"Unlikely Stressed",7.91134299640683,"Unlikely Stressed",-0.283035381285382,"Unlikely Stressed",4.81604403929404,"Likely Stressed",-20.7229675220182,"Likely Stressed",-13.8272683982684,"Likely Stressed",-47.4382499500499,"Likely Stressed",38.3094404928406,"Unlikely Stressed"
"351","901SJMS1x",33.58122,-117.52458,901,"Orange","San Juan",1.06150813,2008-04-23,2008,1,1.06150813,"Natural",0.79,"Healthy Biology",94.1407282717283,"Likely Stressed",0.267591658341659,"Unlikely Stressed",15.7545563400835,"Unlikely Stressed",1.36805051615052,"Unlikely Stressed",4.39396453546454,"Likely Stressed",-0.82326319585027,"Likely Stressed",1.63329520479518,"Likely Stressed",89.2214891441891,"Unlikely Stressed",441.536939860141,"Likely Stressed"
"352","901SJMS1x",33.58122,-117.52458,901,"Orange","San Juan",0.53513378,2008-07-03,2008,1,1.06150813,"Natural",0.79,"Healthy Biology",94.1407282717283,"Likely Stressed",0.267591658341659,"Unlikely Stressed",15.7545563400835,"Unlikely Stressed",1.36805051615052,"Unlikely Stressed",4.39396453546454,"Likely Stressed",-0.82326319585027,"Likely Stressed",1.63329520479518,"Likely Stressed",89.2214891441891,"Unlikely Stressed",441.536939860141,"Likely Stressed"
"353","901SJSMT2",33.5497,-117.39619,901,"Riverside","San Juan",0.94873387,2008-05-05,2008,1,0.94873387,"Natural",0.79,"Healthy Biology",54.039586913087,"Likely Stressed",0.223614468864469,"Unlikely Stressed",14.1416816829772,"Unlikely Stressed",1.41477012987013,"Unlikely Stressed",4.18928862803863,"Likely Stressed",6.6704448983186,"Unlikely Stressed",-73.1797555777556,"Likely Stressed",13.7018625374624,"Unlikely Stressed",84.9829368964367,"Likely Stressed"
"354","901SMCSMR",33.42339,-117.53136,901,"San Diego","San Juan",0.81984942,2001-05-18,2001,1,0.81984942,"Natural",0.79,"Healthy Biology",59.9370109890109,"Likely Stressed",0.0502321012321012,"Unlikely Stressed",6.67858170668616,"Unlikely Stressed",0.644590193140194,"Unlikely Stressed",2.59558383283383,"Likely Stressed",-22.9671830959763,"Likely Stressed",-9.2410760905761,"Likely Stressed",-45.7202667998669,"Likely Stressed",-147.666067166167,"Likely Stressed"
"355","901TCSMP1",33.63582,-117.61739,901,"Orange","San Juan",0.71181672,2010-04-05,2010,1,0.72845641,"Natural",0.79,"Unhealthy Biology",59.6887619047619,"Likely Stressed",0.259058025308026,"Unlikely Stressed",7.93758477750299,"Unlikely Stressed",0.491070662670663,"Unlikely Stressed",2.1151635031635,"Likely Stressed",-13.228952841163,"Likely Stressed",-8.20419114219116,"Likely Stressed",121.095179287379,"Unlikely Stressed",550.477935431236,"Likely Stressed"
"356","904AHC004",33.14909,-117.29754,904,"San Diego","Central San Diego",0.61083141,2010-06-09,2010,1,0.61083141,"Soft Bottom (0)",0.79,"Unhealthy Biology",131.104036463536,"Likely Stressed",1.16679054279054,"Unlikely Stressed",18.2488209123366,"Likely Stressed",0.530247385947386,"Unlikely Stressed",3.63459507159508,"Likely Stressed",14.1359242297417,"Unlikely Stressed",-7.20553513153514,"Likely Stressed",-112.827501798202,"Likely Stressed",123.133663736264,"Likely Stressed"
"357","907SDSVC3",32.99637,-116.8441,907,"San Diego","Mission Bay and San Diego River",0.68156257,2009-04-21,2009,1,0.68156257,"Natural",0.79,"Unhealthy Biology",17.0556108891109,"Likely Stressed",0.0801383616383615,"Unlikely Stressed",10.0966576559307,"Unlikely Stressed",0.745720263070263,"Unlikely Stressed",1.34864560439561,"Likely Stressed",-3.30155779827851,"Likely Stressed",-123.794933899434,"Likely Stressed",-19.5323171162172,"Likely Stressed",-19.4552224442224,"Likely Stressed"
"358","SMC01372",34.43437,-118.61386,403,"Los Angeles","Santa Clara",0.71244617,2010-07-13,2010,1,0.71244617,"Natural",0.79,"Unhealthy Biology",6.54566117216116,"Likely Stressed",10.5921439393939,"Likely Stressed",21.958244248666,"Likely Stressed",7.58658418248418,"Likely Stressed",8.29547619047619,"Likely Stressed",-940.439486308818,"Likely Stressed",-327.476374625374,"Likely Stressed",-1746.75397918748,"Likely Stressed",-1591.14196623377,"Likely Stressed"
"359","403STC025",34.66528,-119.05111,403,"Ventura","Santa Clara",1.04789264,2003-06-04,2003,1,1.04789264,"Natural",0.79,"Healthy Biology",162.574232101232,"Likely Stressed",1.18693356643357,"Unlikely Stressed",25.1905981823777,"Likely Stressed",5.83420136530137,"Likely Stressed",21.7021815684316,"Likely Stressed",-33.1153294333737,"Likely Stressed",-37.9331888111889,"Likely Stressed",-2.592787012987,"Likely Stressed",78.5476074259074,"Likely Stressed"
"360","403STC064",34.55806,-119.10361,403,"Ventura","Santa Clara",0.64641286,2016-05-18,2016,1,0.64641286,"Natural",0.79,"Unhealthy Biology",111.88823043623,"Likely Stressed",0.591120129870131,"Unlikely Stressed",6.71164186282261,"Unlikely Stressed",3.77100634365634,"Likely Stressed",6.50275316350317,"Likely Stressed",-182.17449698988,"Likely Stressed",-274.806750749251,"Likely Stressed",-372.902159007659,"Likely Stressed",76.0077647352648,"Likely Stressed"
"361","801BRC184",34.16546,-117.01553,801,"San Bernardino","Upper Santa Ana",1.05245185,2014-06-30,2014,2,1.04188077,"Natural",0.79,"Healthy Biology",102.17126007326,"Likely Stressed",-3.86612146187146,"Unlikely Stressed",2.61940621789384,"Unlikely Stressed",-28.0253961086532,"Likely Stressed",-133.236344798059,"Likely Stressed",-1571.63017534635,"Likely Stressed",-534.334702059845,"Likely Stressed",-925.984856510156,"Likely Stressed",-2799.14306110557,"Likely Stressed"
"362","801STC149",33.76593,-117.67927,801,"Orange","Lower Santa Ana",0.30494655,2008-07-08,2008,1,0.92506659,"Natural",0.79,"Healthy Biology",703.266917249417,"Likely Stressed",2.42083624708625,"Likely Stressed",121.98328140041,"Likely Stressed",9.56575747585746,"Likely Stressed",47.9524831002331,"Likely Stressed",349.249857629934,"Unlikely Stressed",595.802514652014,"Likely Stressed",2142.68474488844,"Likely Stressed",4481.89505328005,"Likely Stressed"
"363","802INC172",33.78651,-116.8323,802,"Riverside","San Jacinto",0.63126862,2006-06-16,2006,1,0.63126862,"Natural",0.79,"Unhealthy Biology",77.9135619380619,"Likely Stressed",-0.26521694971695,"Unlikely Stressed",12.1234384775332,"Unlikely Stressed",-1.03832595737596,"Likely Stressed",1.39984856809857,"Likely Stressed",-24.9070931174886,"Likely Stressed",-59.6148278388278,"Likely Stressed",38.6995202797202,"Unlikely Stressed",201.629000399601,"Likely Stressed"
"364","903GIR2xx",33.33521,-117.18882,903,"San Diego","Northern San Diego",0.69139396,2004-07-15,2004,1,0.69139396,"Natural",0.79,"Unhealthy Biology",64.9137259407259,"Likely Stressed",0.30654254079254,"Unlikely Stressed",13.617718291306,"Unlikely Stressed",0.257688078588079,"Unlikely Stressed",2.38929062604063,"Likely Stressed",-41.7636519850668,"Likely Stressed",-78.2509353979354,"Likely Stressed",-7.49725894105899,"Likely Stressed",22.9094172494172,"Unlikely Stressed"
"365","905SDYSA7",33.08603,-116.91668,905,"San Diego","Central San Diego",0.87343112,2008-05-06,2008,1,0.87343112,"Natural",0.79,"Healthy Biology",-15.5944403929404,"Likely Stressed",0.0525892440892443,"Unlikely Stressed",-0.33272221095656,"Unlikely Stressed",-0.666970596070595,"Likely Stressed",1.28849358974359,"Likely Stressed",-240.898038825509,"Likely Stressed",-289.61663020313,"Likely Stressed",-371.155266233766,"Likely Stressed",-831.645782650683,"Likely Stressed"
"366","911NCPCR2",32.86391,-116.50865,911,"San Diego","Southern San Diego",1.04146529,2010-09-14,2010,1,1.16223701,"Natural",0.79,"Healthy Biology",140.045469530469,"Likely Stressed",0.675540709290709,"Unlikely Stressed",13.7219924166065,"Unlikely Stressed",2.49084010989011,"Likely Stressed",10.0209420579421,"Likely Stressed",-19.0965329145282,"Likely Stressed",-5.61314302364307,"Likely Stressed",-17.5606904761905,"Likely Stressed",0.737430769230859,"Unlikely Stressed"
"367","402WER001",34.50528,-119.27806,402,"Ventura","Ventura",1.01953254,2003-06-04,2003,1,1.08911356,"Natural",0.79,"Healthy Biology",146.810757742258,"Likely Stressed",0.596591075591076,"Unlikely Stressed",22.9396527597011,"Likely Stressed",3.13102402597403,"Likely Stressed",15.8397982017982,"Likely Stressed",-17.7109738135877,"Likely Stressed",-151.569726273726,"Likely Stressed",82.2427400599402,"Unlikely Stressed",113.301516650017,"Likely Stressed"
"368","403STC016",34.23556,-119.24083,403,"Ventura","Santa Clara",0.74745256,2003-02-05,2003,1,0.74745256,"Natural",0.79,"Unhealthy Biology",1199.61000333,"Likely Stressed",2.59795854145853,"Likely Stressed",-98.2645143050949,"Likely Stressed",21.6457067266067,"Likely Stressed",62.183360972361,"Likely Stressed",-2592.31429510451,"Likely Stressed",-2313.72499450549,"Likely Stressed",-4113.56623409921,"Likely Stressed",-5244.05474741923,"Likely Stressed"
"369","403WE0540",34.65136,-119.11845,403,"Ventura","Santa Clara",0.66138554,2017-07-18,2017,1,0.87474137,"Natural",0.79,"Healthy Biology",169.05653030303,"Likely Stressed",1.25298176823177,"Unlikely Stressed",24.6472787647878,"Likely Stressed",5.71729010989011,"Likely Stressed",21.348704045954,"Likely Stressed",-35.9293486941629,"Likely Stressed",-59.4921182151182,"Likely Stressed",46.5119367632367,"Unlikely Stressed",48.9681783549784,"Unlikely Stressed"
"370","801STW208",34.0023,-117.16428,801,"Riverside","Upper Santa Ana",0.72202169,2007-06-17,2007,1,0.72202169,"Natural",0.79,"Unhealthy Biology",96.5827217782218,"Likely Stressed",0.353968281718281,"Unlikely Stressed",12.9643267867337,"Unlikely Stressed",-1.39380962370962,"Likely Stressed",-2.80700899100899,"Likely Stressed",-85.8635644572731,"Likely Stressed",-66.8614115884115,"Likely Stressed",-86.529760972361,"Likely Stressed",-1034.98065777556,"Likely Stressed"
"371","801XXX118",34.27906,-117.47566,801,"San Bernardino","Upper Santa Ana",0.56990106,2008-06-11,2008,1,0.73455533,"Natural",0.79,"Unhealthy Biology",20.5456881451881,"Likely Stressed",-0.742330919080919,"Unlikely Stressed",28.8464956972063,"Likely Stressed",-2.39801436896437,"Likely Stressed",-11.1513677988678,"Likely Stressed",-94.6368037147529,"Likely Stressed",-62.6370752580753,"Likely Stressed",-207.109488877789,"Likely Stressed",-412.062444588744,"Likely Stressed"
"372","901SJMS1x",33.58122,-117.52458,901,"Orange","San Juan",0.91590917,2008-06-02,2008,1,1.06150813,"Natural",0.79,"Healthy Biology",94.1407282717283,"Likely Stressed",0.267591658341659,"Unlikely Stressed",15.7545563400835,"Unlikely Stressed",1.36805051615052,"Unlikely Stressed",4.39396453546454,"Likely Stressed",-0.82326319585027,"Likely Stressed",1.63329520479518,"Likely Stressed",89.2214891441891,"Unlikely Stressed",441.536939860141,"Likely Stressed"
"373","911NCPCR2",32.86391,-116.50865,911,"San Diego","Southern San Diego",0.87465661,2010-08-19,2010,1,1.16223701,"Natural",0.79,"Healthy Biology",140.045469530469,"Likely Stressed",0.675540709290709,"Unlikely Stressed",13.7219924166065,"Unlikely Stressed",2.49084010989011,"Likely Stressed",10.0209420579421,"Likely Stressed",-19.0965329145282,"Likely Stressed",-5.61314302364307,"Likely Stressed",-17.5606904761905,"Likely Stressed",0.737430769230859,"Unlikely Stressed"
"374","905BCN1xx",33.10528,-116.89306,905,"San Diego","Central San Diego",0.70034994,2008-04-19,2008,1,0.70034994,"Natural",0.79,"Unhealthy Biology",25.524001998002,"Likely Stressed",0.16945313020313,"Unlikely Stressed",8.87782135125293,"Unlikely Stressed",0.846411655011656,"Unlikely Stressed",1.92534748584748,"Likely Stressed",4.84395915371433,"Unlikely Stressed",-65.98115001665,"Likely Stressed",39.5997398601397,"Unlikely Stressed",117.92972027972,"Likely Stressed"
"375","905DGUT1x",33.17601,-116.85052,905,"San Diego","Central San Diego",1.19982779,2010-06-02,2010,1,1.20601175,"Natural",0.79,"Healthy Biology",34.3510737595738,"Likely Stressed",0.355935314685315,"Unlikely Stressed",10.3786556231549,"Unlikely Stressed",-0.221889327339327,"Unlikely Stressed",0.452172161172162,"Likely Stressed",-26.1719500780975,"Likely Stressed",-56.9397254412255,"Likely Stressed",-6.09072011322018,"Likely Stressed",-139.662683982684,"Likely Stressed"
"376","911NCPCR2",32.86391,-116.50865,911,"San Diego","Southern San Diego",0.97330832,2010-07-20,2010,1,1.16223701,"Natural",0.79,"Healthy Biology",140.045469530469,"Likely Stressed",0.675540709290709,"Unlikely Stressed",13.7219924166065,"Unlikely Stressed",2.49084010989011,"Likely Stressed",10.0209420579421,"Likely Stressed",-19.0965329145282,"Likely Stressed",-5.61314302364307,"Likely Stressed",-17.5606904761905,"Likely Stressed",0.737430769230859,"Unlikely Stressed"
"377","402SNPMCR",34.50509,-119.37741,402,"Ventura","Ventura",0.61597328,2018-05-08,2018,1,0.61597328,"Natural",0.79,"Unhealthy Biology",136.261333666334,"Likely Stressed",1.22914552114552,"Unlikely Stressed",31.24898519379,"Likely Stressed",5.99990151515151,"Likely Stressed",3.91838994338994,"Likely Stressed",-14.1773825025283,"Likely Stressed",-74.7099553779553,"Likely Stressed",130.704098667999,"Unlikely Stressed",235.977542957043,"Likely Stressed"
"378","403STCEST",34.23557,-119.21674,403,"Ventura","Santa Clara",0.493873,2003-02-06,2003,1,0.493873,"Natural",0.79,"Unhealthy Biology",1198.45730752581,"Likely Stressed",2.85468689643689,"Likely Stressed",-94.7035196462868,"Likely Stressed",21.1765758741259,"Likely Stressed",40.6665815018315,"Likely Stressed",-2650.5921015358,"Likely Stressed",-2289.24841924741,"Likely Stressed",-2913.52288578086,"Likely Stressed",-4996.90519663667,"Likely Stressed"
"379","403WE0501",34.54172,-118.77286,403,"Ventura","Santa Clara",0.83301035,2013-05-14,2013,1,0.83301035,"Natural",0.79,"Healthy Biology",94.1683075258076,"Likely Stressed",1.08466791541792,"Unlikely Stressed",14.9344401432089,"Unlikely Stressed",-0.397435431235431,"Unlikely Stressed",11.1761355311355,"Likely Stressed",-18.2092963126383,"Likely Stressed",-9.46705361305361,"Likely Stressed",20.8593080253081,"Unlikely Stressed",116.64274012654,"Likely Stressed"
"380","405BH2Axx",34.2429,-117.8732,405,"Los Angeles","San Gabriel",1.13695339,2010-06-16,2010,1,1.13695339,"Natural",0.79,"Healthy Biology",11.2378173493174,"Likely Stressed",-0.364449716949717,"Unlikely Stressed",14.3228113348713,"Unlikely Stressed",-5.66338409923409,"Likely Stressed",-8.38006443556442,"Likely Stressed",-144.330210473307,"Likely Stressed",-78.9161210456209,"Likely Stressed",-133.644597968698,"Likely Stressed",-215.840048717949,"Likely Stressed"
"381","801MIC370",34.10015,-117.02393,801,"San Bernardino","Upper Santa Ana",0.80551446,2014-06-09,2014,1,0.80551446,"Natural",0.79,"Healthy Biology",-61.2935895770895,"Likely Stressed",-14.5307152014652,"Likely Stressed",21.3331513529046,"Likely Stressed",-9.68370479520481,"Likely Stressed",-43.2697442557443,"Likely Stressed",-111.38568751779,"Likely Stressed",31.3390211455211,"Likely Stressed",-79.4150003330003,"Likely Stressed",-619.667207972979,"Likely Stressed"
"382","802SJC453",33.73882,-116.82834,802,"Riverside","San Jacinto",0.69488479,2011-07-12,2011,1,0.69488479,"Natural",0.79,"Unhealthy Biology",-7.89418997668998,"Likely Stressed",-2.8034234931735,"Unlikely Stressed",1.83654871843744,"Unlikely Stressed",-2.21272236097236,"Likely Stressed",-4.21774042624042,"Likely Stressed",-122.245569934417,"Likely Stressed",-66.9771741591742,"Likely Stressed",-64.5101744921746,"Likely Stressed",359.464258841159,"Likely Stressed"
"383","901SJSJC9",33.48442,-117.67577,901,"Orange","San Juan",0.57116122,2008-05-05,2008,1,0.57116122,"Soft Bottom (2)",0.79,"Unhealthy Biology",104.449821178821,"Likely Stressed",1.58876315351315,"Unlikely Stressed",11.7045405864109,"Unlikely Stressed",1.26999117549117,"Unlikely Stressed",5.6004925074925,"Likely Stressed",-280.295661636775,"Likely Stressed",-216.065288211788,"Likely Stressed",-837.692768731268,"Likely Stressed",-189.729170329671,"Likely Stressed"
"384","903SLFRCx",33.3441,-116.88046,903,"San Diego","Northern San Diego",0.71294109,2017-05-03,2017,1,0.71294109,"Natural",0.79,"Unhealthy Biology",242.24568964369,"Likely Stressed",1.20886105561106,"Unlikely Stressed",35.5803842267551,"Likely Stressed",20.9556232101232,"Likely Stressed",77.5056242923743,"Likely Stressed",557.490639621293,"Unlikely Stressed",795.630979520478,"Likely Stressed",2144.46203772894,"Likely Stressed",4482.04940422911,"Likely Stressed"
"385","907SDRMTx",32.81858,-117.06531,907,"San Diego","Mission Bay and San Diego River",0.51352897,2005-07-02,2005,1,0.51352897,"Natural",0.79,"Unhealthy Biology",-14.2129996669997,"Likely Stressed",0.668890193140191,"Unlikely Stressed",-8.53943253551881,"Unlikely Stressed",0.512156293706293,"Unlikely Stressed",-9.4189134199134,"Likely Stressed",-1024.4672257272,"Likely Stressed",-391.556302197802,"Likely Stressed",-2662.70552747253,"Likely Stressed",-2958.38658917749,"Likely Stressed"
"386","SGUT503",34.29216,-117.83856,405,"Los Angeles","San Gabriel",1.1433064,2016-07-11,2016,1,1.1433064,"Natural",0.79,"Healthy Biology",118.400843989344,"Likely Stressed",0.862024725274724,"Unlikely Stressed",18.9464940265431,"Likely Stressed",-1.60231753246753,"Likely Stressed",3.51013253413254,"Likely Stressed",-64.2985223031769,"Likely Stressed",3.07248534798536,"Likely Stressed",-69.0610306360306,"Likely Stressed",-36.2096913419912,"Likely Stressed"
"387","403STC070",34.56667,-119.26278,403,"Ventura","Santa Clara",1.13255208,2003-02-05,2003,1,1.13255208,"Natural",0.79,"Healthy Biology",145.647617549117,"Likely Stressed",0.291144272394275,"Unlikely Stressed",11.9470920124989,"Unlikely Stressed",3.78922842157841,"Likely Stressed",7.56377705627704,"Likely Stressed",-3.57447451472525,"Likely Stressed",-40.4951433566434,"Likely Stressed",4.86722314352316,"Unlikely Stressed",66.7811225441226,"Likely Stressed"
"388","801XXX112",34.26148,-117.46974,801,"San Bernardino","Upper Santa Ana",1.02797662,2012-06-28,2012,1,1.02797662,"Natural",0.79,"Healthy Biology",27.4694825174824,"Likely Stressed",0.593027056277057,"Unlikely Stressed",18.7505562747329,"Likely Stressed",-2.59098762903763,"Likely Stressed",-4.33902622377623,"Likely Stressed",-72.6622628009235,"Likely Stressed",-64.0476113886114,"Likely Stressed",-257.355616783217,"Likely Stressed",-1024.1636001332,"Likely Stressed"
"389","SMC00873",33.59849,-117.62668,901,"Orange","San Juan",0.64896418,2020-05-21,2020,1,0.64896418,"Natural",0.79,"Unhealthy Biology",110.866344488844,"Likely Stressed",0.710446137196138,"Unlikely Stressed",15.4937495458017,"Unlikely Stressed",2.2301159007659,"Likely Stressed",9.56416391941391,"Likely Stressed",-31.5092102394217,"Likely Stressed",-8.77042107892109,"Likely Stressed",61.660359007659,"Unlikely Stressed",211.472424309024,"Likely Stressed"
"390","901BCCBCT",33.56903,-117.56508,901,"Orange","San Juan",0.67381495,2001-05-16,2001,1,0.67381495,"Natural",0.79,"Unhealthy Biology",104.187989510489,"Likely Stressed",0.536820013320012,"Unlikely Stressed",8.23987894904243,"Unlikely Stressed",0.788789144189143,"Unlikely Stressed",7.40302913752913,"Likely Stressed",-5.6259729812176,"Likely Stressed",-21.2508213453213,"Likely Stressed",98.5985189810191,"Unlikely Stressed",472.536384815186,"Likely Stressed"
"391","907CONECR",32.89028,-116.76306,907,"San Diego","Mission Bay and San Diego River",0.92186874,2012-05-31,2012,1,0.92186874,"Natural",0.79,"Healthy Biology",18.6604968364968,"Likely Stressed",0.368305444555444,"Unlikely Stressed",4.14069920171877,"Unlikely Stressed",0.361158974358975,"Unlikely Stressed",1.45713827838828,"Likely Stressed",-18.7540239747089,"Likely Stressed",-82.0950106560107,"Likely Stressed",4.17720412920408,"Unlikely Stressed",-5.09188028638021,"Likely Stressed"
"392","907M23349",32.82495,-117.09258,907,"San Diego","Mission Bay and San Diego River",0.35105982,2018-05-09,2018,1,0.35105982,"Natural",0.79,"Unhealthy Biology",313.07961005661,"Likely Stressed",4.10389585414586,"Likely Stressed",83.01638189926,"Likely Stressed",16.2501131202131,"Likely Stressed",51.149355894106,"Likely Stressed",694.353476306337,"Unlikely Stressed",2333.94441508491,"Very Likely Stressed",4270.23898058609,"Likely Stressed",6702.4231202797,"Likely Stressed"
"393","901M14145",33.48818,-117.66682,901,"Orange","San Juan",0.73025854,2019-06-27,2019,2,0.59089766,"Soft Bottom (2)",0.79,"Unhealthy Biology",104.449821178821,"Likely Stressed",1.58876315351315,"Unlikely Stressed",11.7045405864109,"Unlikely Stressed",1.26999117549117,"Unlikely Stressed",5.6004925074925,"Likely Stressed",-280.295661636775,"Likely Stressed",-216.065288211788,"Likely Stressed",-837.692768731268,"Likely Stressed",-189.729170329671,"Likely Stressed"
"394","901M14145",33.48818,-117.66682,901,"Orange","San Juan",0.59089766,2019-06-27,2019,1,0.59089766,"Soft Bottom (2)",0.79,"Unhealthy Biology",104.449821178821,"Likely Stressed",1.58876315351315,"Unlikely Stressed",11.7045405864109,"Unlikely Stressed",1.26999117549117,"Unlikely Stressed",5.6004925074925,"Likely Stressed",-280.295661636775,"Likely Stressed",-216.065288211788,"Likely Stressed",-837.692768731268,"Likely Stressed",-189.729170329671,"Likely Stressed"
"395","902S00565",33.41031,-117.23903,902,"San Diego","Northern San Diego",0.98664588,2021-06-22,2021,1,0.98664588,"Natural",0.79,"Healthy Biology",61.3167585747586,"Likely Stressed",2.72680436230436,"Likely Stressed",-22.0235870954378,"Unlikely Stressed",-0.399133799533802,"Unlikely Stressed",-3.08339776889777,"Likely Stressed",-3012.32446661547,"Likely Stressed",-1213.45316616717,"Likely Stressed",-4808.55269980021,"Likely Stressed",-5523.68202014652,"Likely Stressed"
"396","901S00531",33.55975,-117.772,901,"Orange","San Juan",0.41662551,2022-04-19,2022,1,0.41662551,"Hard Bottom",0.79,"Unhealthy Biology",164.6962998668,"Likely Stressed",5.10724550449551,"Likely Stressed",17.9491098945363,"Likely Stressed",3.28535471195471,"Likely Stressed",22.2607394272394,"Likely Stressed",-6.89965604411258,"Likely Stressed",-163.701324342324,"Likely Stressed",17.3212629037629,"Unlikely Stressed",-788.263843656344,"Likely Stressed"
"397","901M14145",33.48818,-117.66682,901,"Orange","San Juan",0.58774662,2019-06-17,2019,1,0.59089766,"Soft Bottom (2)",0.79,"Unhealthy Biology",104.449821178821,"Likely Stressed",1.58876315351315,"Unlikely Stressed",11.7045405864109,"Unlikely Stressed",1.26999117549117,"Unlikely Stressed",5.6004925074925,"Likely Stressed",-280.295661636775,"Likely Stressed",-216.065288211788,"Likely Stressed",-837.692768731268,"Likely Stressed",-189.729170329671,"Likely Stressed"
"398","902S01097",33.48724,-117.25537,902,"Riverside","Northern San Diego",1.01277203,2020-05-29,2020,1,1.01277203,"Natural",0.79,"Healthy Biology",105.523327006327,"Likely Stressed",1.84658000333,"Unlikely Stressed",20.6132546182805,"Likely Stressed",2.52942908757909,"Likely Stressed",7.93524200799199,"Likely Stressed",11.0642589683999,"Unlikely Stressed",-33.224,"Likely Stressed",96.6370474525473,"Unlikely Stressed",217.320427072927,"Likely Stressed"
"399","907S01418",32.99254,-116.71771,907,"San Diego","Mission Bay and San Diego River",1.04368813,2021-05-27,2021,1,1.04368813,"Natural",0.79,"Healthy Biology",63.963616050616,"Likely Stressed",0.24401615051615,"Unlikely Stressed",7.74639276877024,"Unlikely Stressed",1.39610056610057,"Unlikely Stressed",1.22793822843823,"Likely Stressed",-48.236254358387,"Likely Stressed",-64.8472708957709,"Likely Stressed",-58.5124892773893,"Likely Stressed",-116.69440995671,"Likely Stressed"
"400","904S01814",33.02298,-117.2254,904,"San Diego","Central San Diego",0.46644413,2010-06-09,2010,1,0.46644413,"Natural",0.79,"Unhealthy Biology",-19.578488011988,"Likely Stressed",1.17610955710956,"Unlikely Stressed",-3.10010047767522,"Unlikely Stressed",1.91625925740926,"Likely Stressed",4.55606376956375,"Likely Stressed",-499.081478290458,"Likely Stressed",-590.134590742591,"Likely Stressed",-1615.95803696304,"Likely Stressed",-1902.24025061605,"Likely Stressed"
"401","907S11430",32.84837,-116.86004,907,"San Diego","Mission Bay and San Diego River",0.86676941,2012-07-12,2012,1,0.86676941,"Soft Bottom (2)",0.79,"Healthy Biology",84.6507101232102,"Likely Stressed",0.485358724608725,"Unlikely Stressed",13.9589899794385,"Unlikely Stressed",1.15735036630037,"Unlikely Stressed",4.18421411921412,"Likely Stressed",3.83635418118967,"Unlikely Stressed",-29.1572370962371,"Likely Stressed",51.2850397602396,"Unlikely Stressed",38.3777167166167,"Unlikely Stressed"
"402","909S14218",32.82998,-116.73603,909,"San Diego","Southern San Diego",0.9963932,2012-07-11,2012,1,0.9963932,"Natural",0.79,"Healthy Biology",29.4119215784216,"Likely Stressed",1.15457034632035,"Unlikely Stressed",7.40843275400611,"Unlikely Stressed",1.14490256410257,"Unlikely Stressed",1.97293414918415,"Likely Stressed",1.5046661078423,"Unlikely Stressed",-80.9049911754912,"Likely Stressed",-13.2480172827174,"Likely Stressed",20.9546423576424,"Unlikely Stressed"
